"Date","KMLMX"
"1992-04-23",89674565751637.58
"1992-04-24",90156868498733.45
"1992-04-27",90138129529489.66
"1992-04-28",89897477423147.67
"1992-04-29",89374774707950.19
"1992-04-30",89126836863922.16
"1992-05-01",89546618752173.81
"1992-05-04",89435973175313.17
"1992-05-05",89394926406844.31
"1992-05-06",89926609579798.05
"1992-05-07",90185542746767.77
"1992-05-08",90409640051077.19
"1992-05-11",90519545926542.05
"1992-05-12",90560093601220.05
"1992-05-13",90521661720820.31
"1992-05-14",89999823591141.05
"1992-05-15",90361439265417.84
"1992-05-18",90319034418869.81
"1992-05-19",90735698000838.86
"1992-05-20",90571502346622.72
"1992-05-21",90201619554498.73
"1992-05-22",90571833661326.58
"1992-05-26",90634888257643.72
"1992-05-27",90229776335101.58
"1992-05-28",90907547935783.95
"1992-05-29",91804757871718.77
"1992-06-01",91666317047969.23
"1992-06-02",91489088872520
"1992-06-03",91475995733996.81
"1992-06-04",92057370882883.23
"1992-06-05",92592145474423
"1992-06-08",92292110233413.81
"1992-06-09",92127973979792.69
"1992-06-10",92112074851011.28
"1992-06-11",92743375752479.45
"1992-06-12",92702467674815.05
"1992-06-15",93006986532734.81
"1992-06-16",93658065815651.45
"1992-06-17",93843956004833.84
"1992-06-18",93904285598527.05
"1992-06-19",93610122260797.64
"1992-06-22",93707038600703.28
"1992-06-23",93458267104199.45
"1992-06-24",94511106018948.7
"1992-06-25",95200143506828.02
"1992-06-26",95455596159744.98
"1992-06-29",95919416243274.19
"1992-06-30",95313285498454.02
"1992-07-01",95311124890877.55
"1992-07-02",97147576755542.98
"1992-07-06",97130386284071.58
"1992-07-07",97777977706310.88
"1992-07-08",97915336333184.06
"1992-07-09",96785227333695.36
"1992-07-10",97421575653128.62
"1992-07-13",98077238248300.45
"1992-07-14",98313500999297.66
"1992-07-15",98746282472371.19
"1992-07-16",99512301800910.12
"1992-07-17",99762762715666.08
"1992-07-20",98739821831802.19
"1992-07-21",98951618807882.2
"1992-07-22",99346524323723.86
"1992-07-23",100067759580698.84
"1992-07-24",99554337098176.1
"1992-07-27",100857101442077.84
"1992-07-28",101341288864460.4
"1992-07-29",100739957180560.4
"1992-07-30",100647149865162.1
"1992-07-31",100690332440087.66
"1992-08-03",100583465026371.66
"1992-08-04",100584818880685.64
"1992-08-05",100674634705423.69
"1992-08-06",101043251186544.08
"1992-08-07",102168273673023.19
"1992-08-10",102350730071595.6
"1992-08-11",102364197114725.6
"1992-08-12",102934691515676.05
"1992-08-13",102417703140401.4
"1992-08-14",102209745615973.08
"1992-08-17",102019545180072.58
"1992-08-18",102940299263175.36
"1992-08-19",103065202993390.78
"1992-08-20",103082504438666.4
"1992-08-21",103080154209601.6
"1992-08-24",103539823653389.84
"1992-08-25",103384434259865.2
"1992-08-26",103010769279025.42
"1992-08-27",103554142435917
"1992-08-28",103919014896565.1
"1992-08-31",103886504593626.28
"1992-09-01",104245355028767.19
"1992-09-02",104418804351093.31
"1992-09-03",103535761687281.3
"1992-09-04",104840292569522.92
"1992-09-08",105466727026244.6
"1992-09-09",104846692210949.23
"1992-09-10",104678588761792.38
"1992-09-11",103500291759764.8
"1992-09-14",102769929554694.45
"1992-09-15",102052654652136.9
"1992-09-16",100947212082029.81
"1992-09-17",101257494072031.34
"1992-09-18",100760376228970.31
"1992-09-21",100812736929394.48
"1992-09-22",101202224941178.58
"1992-09-23",101578804006599.78
"1992-09-24",101415419734294.19
"1992-09-25",101598020302607.9
"1992-09-28",102489329171616.94
"1992-09-29",103670465820963.69
"1992-09-30",103597865336049.64
"1992-10-01",104057806263803.08
"1992-10-02",104579140617917.27
"1992-10-05",103431895903726.81
"1992-10-06",103113919678131.28
"1992-10-07",102165400197552.42
"1992-10-08",101354160587516.02
"1992-10-09",101784491198034.23
"1992-10-12",101542084435187.84
"1992-10-13",101227664887631.58
"1992-10-14",101507627358340.58
"1992-10-15",102627299784934.55
"1992-10-16",102585291268083.05
"1992-10-19",102137946690768.9
"1992-10-20",100703610482221.19
"1992-10-21",100420356286670.6
"1992-10-22",100411804844368.77
"1992-10-23",100125446293052.6
"1992-10-26",100627086313916.19
"1992-10-27",100955553786320.16
"1992-10-28",101082722116342
"1992-10-29",100555361787139.23
"1992-10-30",100361729507640.66
"1992-11-02",100356201482646.9
"1992-11-03",100353523835660.22
"1992-11-04",99957180763871.58
"1992-11-05",100056430459364.38
"1992-11-06",98790293508083
"1992-11-09",99670822878254.27
"1992-11-10",99963174967347.05
"1992-11-11",99727973482925.23
"1992-11-12",99941027786171.55
"1992-11-13",99275385833439.19
"1992-11-16",98475111630526.06
"1992-11-17",98512288987735.62
"1992-11-18",98754767157378.64
"1992-11-19",99092238950114.81
"1992-11-20",98591465488695.73
"1992-11-23",98381109447794.38
"1992-11-24",98647232504282.72
"1992-11-25",98406389280390.28
"1992-11-27",97762359285221.9
"1992-11-30",98199514223221.8
"1992-12-01",98300097893032.05
"1992-12-02",98366925696945.31
"1992-12-03",98835658814813.81
"1992-12-04",98976743647361.42
"1992-12-07",98543643251338.77
"1992-12-08",98982760564713.6
"1992-12-09",99158305994943.31
"1992-12-10",99089123775988.48
"1992-12-11",99008764128297.31
"1992-12-14",98858246053853.14
"1992-12-15",98884832480354.27
"1992-12-16",98574702511327.77
"1992-12-17",98287537098820.52
"1992-12-18",98379984456363.52
"1992-12-21",98371934766519.55
"1992-12-22",99155599187365.81
"1992-12-23",98917902461688
"1992-12-24",98842224758870.23
"1992-12-28",98832309155909.86
"1992-12-29",99309093921832.44
"1992-12-30",99279257384183.05
"1992-12-31",99331362451274.94
"1993-01-04",99840292311320.88
"1993-01-05",99393250977125.64
"1993-01-06",99763509036498.45
"1993-01-07",99272618278832.88
"1993-01-08",98758855149248.56
"1993-01-11",98727854133774.62
"1993-01-12",99272942337443.1
"1993-01-13",99360610941726.55
"1993-01-14",99453039626186.9
"1993-01-15",99770152317744.81
"1993-01-18",99237901614050.77
"1993-01-19",99256715368698.84
"1993-01-20",99706250862814.44
"1993-01-21",100114550603888.4
"1993-01-22",99685803111866.4
"1993-01-25",98680324967648.56
"1993-01-26",99012162049942.66
"1993-01-27",99316318783917.81
"1993-01-28",98799144371579.14
"1993-01-29",99781512221558.27
"1993-02-01",101098898342325.84
"1993-02-02",101426050009464.6
"1993-02-03",101778831550455.31
"1993-02-04",101347809155281.36
"1993-02-05",102254147640475.62
"1993-02-08",102998940542344.69
"1993-02-09",103275698726000.66
"1993-02-10",103223278727726.02
"1993-02-11",103205194625310.98
"1993-02-12",104313300058133.44
"1993-02-16",103940669183963.56
"1993-02-17",104203266667598.27
"1993-02-18",104544418195573.31
"1993-02-19",104460263151763.48
"1993-02-22",105038693932663.84
"1993-02-23",104942383412667.5
"1993-02-24",105436371616678.16
"1993-02-25",105579284537698.2
"1993-02-26",105767342944090.69
"1993-03-01",106170839227458.14
"1993-03-02",105808827189704.44
"1993-03-03",106161339135551.7
"1993-03-04",105546291112195.94
"1993-03-05",106418394419495.14
"1993-03-08",106950048614089.98
"1993-03-09",106449243512736.2
"1993-03-10",106598376533078.02
"1993-03-11",106462816061007.45
"1993-03-12",105454141297952.28
"1993-03-15",106229937736859.73
"1993-03-16",105902265961438.86
"1993-03-17",106247056970885.84
"1993-03-18",105769893531362.69
"1993-03-19",106337936594095.48
"1993-03-22",106524357571784.69
"1993-03-23",106162605997130.84
"1993-03-24",105980750219273.2
"1993-03-25",106000410871654.4
"1993-03-26",105292301071337.78
"1993-03-29",105112209088545.6
"1993-03-30",105223664387676.23
"1993-03-31",105193562996213.27
"1993-04-01",104555776763124.36
"1993-04-02",104754509676827.4
"1993-04-05",104554836222003.4
"1993-04-06",105640421200786.98
"1993-04-07",105651530323677.27
"1993-04-08",106084368779130.9
"1993-04-12",106012092984680.31
"1993-04-13",105820761999523.66
"1993-04-14",106018066307092.55
"1993-04-15",106606531917773.06
"1993-04-16",107526188969974.31
"1993-04-19",107538271648773.55
"1993-04-20",107638225746425.34
"1993-04-21",108386479751347.69
"1993-04-22",109215641870892.6
"1993-04-23",107752707398341.5
"1993-04-26",106584571065620.58
"1993-04-27",106806967089543.78
"1993-04-28",106071580121345.05
"1993-04-29",105584650877273.9
"1993-04-30",105418410075149.77
"1993-05-03",105257614192791.48
"1993-05-04",105722426525138.95
"1993-05-05",105647520693003.7
"1993-05-06",105686317702091.69
"1993-05-07",105810684235088.12
"1993-05-10",105481875242371.69
"1993-05-11",105862239485440.95
"1993-05-12",106101827648263.05
"1993-05-13",106578147969719.84
"1993-05-14",107099198719688.95
"1993-05-17",106782787133409.62
"1993-05-18",106070066377801.94
"1993-05-19",105878820964059.73
"1993-05-20",105626072102972.38
"1993-05-21",105874131697102.98
"1993-05-24",105015429749705.94
"1993-05-25",105460467637895.31
"1993-05-26",105822982537253.56
"1993-05-27",105740522526409
"1993-05-28",105508665095291.23
"1993-06-01",105786661841853
"1993-06-02",105846792103608.77
"1993-06-03",105987668318374.9
"1993-06-04",107078434713493.77
"1993-06-07",107137848347028.31
"1993-06-08",107605800180639.77
"1993-06-09",107960370363698.55
"1993-06-10",108460044667768.69
"1993-06-11",108817251235998.27
"1993-06-14",109252268625361.5
"1993-06-15",109553099017779.56
"1993-06-16",109353655171632.34
"1993-06-17",109905939805901.62
"1993-06-18",109653141871321.8
"1993-06-21",109506405565723.34
"1993-06-22",109609570003421.9
"1993-06-23",110217631769999.6
"1993-06-24",111073060948235.31
"1993-06-25",111480403739812.77
"1993-06-28",112000688043926.08
"1993-06-29",111194415757024.84
"1993-06-30",112251529796418.36
"1993-07-01",111798087292201.06
"1993-07-02",112036218187589.3
"1993-07-06",112043628999773.84
"1993-07-07",112830359904240.72
"1993-07-08",112803383133607.19
"1993-07-09",113765545199354.08
"1993-07-12",114082953986097.12
"1993-07-13",113703871664065.05
"1993-07-14",114550426439969.56
"1993-07-15",114546989422698.78
"1993-07-16",114777942457771.92
"1993-07-19",113720512077712.1
"1993-07-20",113864719434584.64
"1993-07-21",113328228474225.31
"1993-07-22",114071877168759.45
"1993-07-23",114060770842990.05
"1993-07-26",114672522142888.4
"1993-07-27",114272605160944.3
"1993-07-28",114325023948066.14
"1993-07-29",115699008723581.23
"1993-07-30",116034770887410
"1993-08-02",115375938321933.31
"1993-08-03",115851313620676.16
"1993-08-04",115516196038997.8
"1993-08-05",115761719195438.19
"1993-08-06",116145041781699
"1993-08-09",116365528399456.05
"1993-08-10",117743990880547.31
"1993-08-11",117850258716985.8
"1993-08-12",117355805877445.9
"1993-08-13",117728059011285.78
"1993-08-16",117461710334219.1
"1993-08-17",118029968242610.6
"1993-08-18",117649606961896.36
"1993-08-19",116761770683891.28
"1993-08-20",116457214346856.42
"1993-08-23",116924671516591.81
"1993-08-24",116880867425343.31
"1993-08-25",117791817934203.4
"1993-08-26",117275753990021.48
"1993-08-27",117614270985811.77
"1993-08-30",118137757094690.64
"1993-08-31",119131501396512.9
"1993-09-01",119011823227798.14
"1993-09-02",118544303887505.19
"1993-09-03",118693559315942.78
"1993-09-07",118605832636758.88
"1993-09-08",118398369602517.4
"1993-09-09",117569389161663.16
"1993-09-10",117098244117015.6
"1993-09-13",116520794315139.69
"1993-09-14",116164976666280.95
"1993-09-15",114821659012308
"1993-09-16",115959593268697.66
"1993-09-17",115953798098028.4
"1993-09-20",115487605955368.98
"1993-09-21",115121788630687.78
"1993-09-22",115228163814236.02
"1993-09-23",115497066779302.62
"1993-09-24",115672008822725.9
"1993-09-27",116609847728175.52
"1993-09-28",117390980339884.42
"1993-09-29",116556143945016.34
"1993-09-30",115597743152175.84
"1993-10-01",115546026418832.9
"1993-10-04",116188711199809.12
"1993-10-05",116458495701655.56
"1993-10-06",116376634175936.6
"1993-10-07",116404665854226.06
"1993-10-08",117112753360828.5
"1993-10-11",116771468906646.9
"1993-10-12",117051143565464.06
"1993-10-13",116774403194239.69
"1993-10-14",116398919028297.72
"1993-10-15",117084183851810.62
"1993-10-18",116540102066747.7
"1993-10-19",116674762457539.31
"1993-10-20",116791509268919.5
"1993-10-21",115850386432373.1
"1993-10-22",115766410303399.81
"1993-10-25",115718218268429.84
"1993-10-26",116261462735414.31
"1993-10-27",115682948848135.4
"1993-10-28",116466151830395.95
"1993-10-29",116919597612824.72
"1993-11-01",115632063978372.36
"1993-11-02",115608498714123.1
"1993-11-03",115774024624729.88
"1993-11-04",115834346906513.77
"1993-11-05",115661574697394.81
"1993-11-08",116266613310611.05
"1993-11-09",117660876065273.44
"1993-11-10",118341298404063.31
"1993-11-11",117955059977675.1
"1993-11-12",118831445744292.45
"1993-11-15",119006230007546.88
"1993-11-16",119110283328018
"1993-11-17",119355291528527.9
"1993-11-18",119632442622580.88
"1993-11-19",119216031619437.28
"1993-11-22",118750001581170.38
"1993-11-23",119157914081392.72
"1993-11-24",119243338499445.81
"1993-11-26",120174752761271.27
"1993-11-29",121236764635881.14
"1993-11-30",120934448526006.86
"1993-12-01",121511308119831.23
"1993-12-02",121746704932786.16
"1993-12-03",122051412655326.23
"1993-12-06",122345292860691.77
"1993-12-07",122427779092802.81
"1993-12-08",122438956383374.58
"1993-12-09",123113859536557.95
"1993-12-10",121577497273857.4
"1993-12-13",122128962982825.98
"1993-12-14",122327755851272.56
"1993-12-15",122310217252466.5
"1993-12-16",122717391958469.73
"1993-12-17",122833231762465.64
"1993-12-20",123297795381737.45
"1993-12-21",123791869943408.55
"1993-12-22",123781553550969.19
"1993-12-23",123982774660696.2
"1993-12-27",124467489926118.55
"1993-12-28",124472596926928.78
"1993-12-29",124406052961024.44
"1993-12-30",124571589221920.16
"1993-12-31",124422772864681.4
"1994-01-03",123968430869927.38
"1994-01-04",123388381834293.92
"1994-01-05",121841812942296.55
"1994-01-06",122118118401469.1
"1994-01-07",123317502268401.45
"1994-01-10",123955768215291.7
"1994-01-11",123063646910018.6
"1994-01-12",124254813410240.77
"1994-01-13",123982665494697.8
"1994-01-14",122336938556188.1
"1994-01-17",122019415792953.72
"1994-01-18",122498931726952.19
"1994-01-19",122303551291173.6
"1994-01-20",122764584749098.81
"1994-01-21",122492409164055.6
"1994-01-24",122229936768564.81
"1994-01-25",121687696021845.92
"1994-01-26",120824766199771.69
"1994-01-27",120246107126934.2
"1994-01-28",120729532800943.55
"1994-01-31",121151192590969.19
"1994-02-01",120032526052921.06
"1994-02-02",119341169601019.78
"1994-02-03",118053216642623.88
"1994-02-04",117630479864010.3
"1994-02-07",118097574950519.6
"1994-02-08",117863786094287.36
"1994-02-09",118735363686527.73
"1994-02-10",118542639595459.8
"1994-02-11",118276506925592.81
"1994-02-14",119300296762587.23
"1994-02-15",119303914634660.27
"1994-02-16",119885143644786.95
"1994-02-17",118504330857879.48
"1994-02-18",117488192997983.34
"1994-02-22",117133564663028.55
"1994-02-23",116531099792162.1
"1994-02-24",115085950152906.81
"1994-02-25",115150396008353.58
"1994-02-28",115275281890591.4
"1994-03-01",113618187315137.2
"1994-03-02",113007742562685.81
"1994-03-03",112919048433012.8
"1994-03-04",113727751925514.6
"1994-03-07",114539080033377.64
"1994-03-08",114116320612291.95
"1994-03-09",113880320205906.95
"1994-03-10",113761515033346.69
"1994-03-11",113487692272257.48
"1994-03-14",113671035514029.58
"1994-03-15",113535823448595.28
"1994-03-16",113304559723638.1
"1994-03-17",113545895588606.55
"1994-03-18",113293035767038.06
"1994-03-21",112613742289670.22
"1994-03-22",112039387915956.52
"1994-03-23",112726778339776.27
"1994-03-24",113028203385728.22
"1994-03-25",112687865501093.36
"1994-03-28",114376120402235.44
"1994-03-29",113444132711803.9
"1994-03-30",113568235865295.73
"1994-03-31",113153845100961.55
"1994-04-04",112101110592038.23
"1994-04-05",110152582477745.05
"1994-04-06",110426004180774.5
"1994-04-07",110579881488215.02
"1994-04-08",110626870032633.69
"1994-04-11",109649485399547.1
"1994-04-12",109726326841007.36
"1994-04-13",110355996616740.27
"1994-04-14",110083902577029.66
"1994-04-15",109879859074681.72
"1994-04-18",111190085215798.92
"1994-04-19",111109472944513.69
"1994-04-20",111064721379127.88
"1994-04-21",110096962118151.77
"1994-04-22",109208338160561.31
"1994-04-25",109521271544413.22
"1994-04-26",109380647860762.05
"1994-04-28",111306157772824.77
"1994-04-29",111007370611254.1
"1994-05-02",110937978581757.28
"1994-05-03",112299901351239.81
"1994-05-04",112993775670025.3
"1994-05-05",112288191106306.66
"1994-05-06",113020939153634.52
"1994-05-09",113535371425934.98
"1994-05-10",112125082236928.27
"1994-05-11",112347504901423.77
"1994-05-12",111799756066924.9
"1994-05-13",111390734333461.48
"1994-05-16",110942290152543.05
"1994-05-17",111201087061339.66
"1994-05-18",111195873721715.28
"1994-05-19",110302123984472.6
"1994-05-20",110515458379315.88
"1994-05-23",111279192051095.05
"1994-05-24",111884293092897.28
"1994-05-25",112901425369134.77
"1994-05-26",112957264321329.02
"1994-05-27",113107746618114.08
"1994-05-31",113367486238883.95
"1994-06-01",113871671208347.56
"1994-06-02",112805633415314.45
"1994-06-03",111405821622123
"1994-06-06",111161115585628.7
"1994-06-07",112572447179305.81
"1994-06-08",111998197029208.02
"1994-06-09",112470197851899.55
"1994-06-10",112374099519404.73
"1994-06-13",114123272119251.55
"1994-06-14",113948655355090.6
"1994-06-15",114897510111695.1
"1994-06-16",115198116623035.77
"1994-06-17",116529300433461.88
"1994-06-20",117373969222121.72
"1994-06-21",118795418867942.42
"1994-06-22",116639343991394.9
"1994-06-23",116092518317019.69
"1994-06-24",117843832252332.05
"1994-06-27",116282890228354.05
"1994-06-28",116506456421178.8
"1994-06-29",115932044363681.69
"1994-06-30",117358962274830.66
"1994-07-01",117453261848504.78
"1994-07-05",117717624211997.77
"1994-07-06",117863918411454.1
"1994-07-07",116733764192175.58
"1994-07-08",117064362721886.86
"1994-07-11",118538642803178.28
"1994-07-12",117896848902896.16
"1994-07-13",117010555050375.45
"1994-07-14",115575686520431.73
"1994-07-15",115859390607159.72
"1994-07-18",115076196237869.31
"1994-07-19",114652061026613.56
"1994-07-20",115802451395425.69
"1994-07-21",115178696489909.73
"1994-07-22",115846193675580.45
"1994-07-25",115743133936964.77
"1994-07-26",115789978793847.44
"1994-07-27",117189447807853.3
"1994-07-28",116643553399680.81
"1994-07-29",116656134806632.77
"1994-08-01",117148895418924.95
"1994-08-02",115459562468254.4
"1994-08-03",115831872273308.38
"1994-08-04",116236154558079.92
"1994-08-05",116402383454875.42
"1994-08-08",115978131460755.1
"1994-08-09",116578620512930.1
"1994-08-10",116032278619625.27
"1994-08-11",118002334113822.5
"1994-08-12",117113554334510.64
"1994-08-15",117097502550670.88
"1994-08-16",115513971332262.88
"1994-08-17",115599089929796.81
"1994-08-18",117526908952842.66
"1994-08-19",116804703230658.23
"1994-08-22",116780429127654.05
"1994-08-23",116531459965175.55
"1994-08-24",115645781910512.19
"1994-08-25",115765835071621.56
"1994-08-26",113944523128952.94
"1994-08-29",114421926491446.56
"1994-08-30",114811902502970.28
"1994-08-31",114693608627659.12
"1994-09-01",114995655003255.98
"1994-09-02",116071620285912.45
"1994-09-06",117199567282283.4
"1994-09-07",117010116236019.66
"1994-09-08",116401045576845.4
"1994-09-09",118284772530990.14
"1994-09-12",118196513785534.23
"1994-09-13",117594175578378.95
"1994-09-14",118457219420322.36
"1994-09-15",117950473413345.6
"1994-09-16",119890112776125.62
"1994-09-19",119519719077245.73
"1994-09-20",120094829115981.69
"1994-09-21",120164093054862.9
"1994-09-22",119776801873732.52
"1994-09-23",119944024027222.1
"1994-09-26",119762795301823.02
"1994-09-27",120244453558004.31
"1994-09-28",119030069013192.6
"1994-09-29",119750185581043.42
"1994-09-30",119515442217351.3
"1994-10-03",120387981623700.3
"1994-10-04",120293975335519.64
"1994-10-05",121433291263934.16
"1994-10-06",121395817472270.69
"1994-10-07",120774088678359.23
"1994-10-10",120603570971809.64
"1994-10-11",119376700480542.12
"1994-10-12",119299418726313.28
"1994-10-13",119005318662661.6
"1994-10-14",119591823320094.14
"1994-10-17",120146785151912.72
"1994-10-18",120367884670435.56
"1994-10-19",121806595183251.38
"1994-10-20",122112487049102.7
"1994-10-21",121525234270277.44
"1994-10-24",122281935799298.38
"1994-10-25",123191710118253.5
"1994-10-26",123587451593924.34
"1994-10-27",122836484582050.77
"1994-10-28",121947435217404.7
"1994-10-31",122486294248796.05
"1994-11-01",123255217104959.22
"1994-11-02",123596921622489.6
"1994-11-03",122967483177457.48
"1994-11-04",123339034245902.16
"1994-11-07",123821946970897.84
"1994-11-08",123497255919355.55
"1994-11-09",121464828027330.95
"1994-11-10",121665163566443.73
"1994-11-11",122320987080998.44
"1994-11-14",121527496909999.02
"1994-11-15",120109367084137.4
"1994-11-16",121111143622751.4
"1994-11-17",122047889982064.1
"1994-11-18",121176186891571.9
"1994-11-21",121614113731130.58
"1994-11-22",121453982122155.38
"1994-11-23",120486861040081.12
"1994-11-25",119800810610379.19
"1994-11-28",120702471247168.9
"1994-11-29",121524212599637.62
"1994-11-30",121468860593201.2
"1994-12-01",121519711053686.19
"1994-12-02",119771523233280.23
"1994-12-05",119714326008333.81
"1994-12-06",119930700506666.16
"1994-12-07",119941543504688.84
"1994-12-08",119540278117191.1
"1994-12-09",119046617776249.4
"1994-12-12",119922954657107.55
"1994-12-13",120607948965271.22
"1994-12-14",120566097528799.34
"1994-12-15",120619212849374.19
"1994-12-16",120754854264012.34
"1994-12-19",121354182127808.7
"1994-12-20",121236003963278.81
"1994-12-21",120433018015796.05
"1994-12-22",121062797594754.08
"1994-12-23",121210999354174.64
"1994-12-27",120552691671898.28
"1994-12-28",122171077452183.06
"1994-12-29",122647483046772.86
"1994-12-30",122742791811014.92
"1995-01-03",123031587276678.58
"1995-01-04",123054669857191.55
"1995-01-05",123964094279727.02
"1995-01-06",123356856731628.2
"1995-01-09",125174089892701.66
"1995-01-10",125256050119275.6
"1995-01-11",124884473161988.64
"1995-01-12",125692254168308.23
"1995-01-13",123777259335206.23
"1995-01-16",123404318666325.4
"1995-01-17",123757705211271.42
"1995-01-18",124150990695843.06
"1995-01-19",125662512572404.42
"1995-01-20",126352551363947.45
"1995-01-23",126926811528521.05
"1995-01-24",126620797052243.34
"1995-01-25",125764228757233.1
"1995-01-26",124944856674198.81
"1995-01-27",123988518885973.3
"1995-01-30",125069456108361.08
"1995-01-31",123698864582450.19
"1995-02-01",123217448612864.05
"1995-02-02",123122488949045.06
"1995-02-03",120940675301424.72
"1995-02-06",119951784005921
"1995-02-07",119953058753202.56
"1995-02-08",120176625977618.69
"1995-02-09",120323100570861.19
"1995-02-10",121549947000423.4
"1995-02-13",122435726588602.73
"1995-02-14",122647106249756.64
"1995-02-15",122529433609072.08
"1995-02-16",123871851351555.92
"1995-02-17",123846457878541.77
"1995-02-21",124659068331136.34
"1995-02-22",124288428823515.48
"1995-02-23",124242091612551.42
"1995-02-24",124500941164614.81
"1995-02-27",124931175384385.14
"1995-02-28",124946086630472.81
"1995-03-01",124903972143751.27
"1995-03-02",126011615896110.55
"1995-03-03",127346092119692.92
"1995-03-06",128245091390827.4
"1995-03-07",130355516682197.78
"1995-03-08",128871578375848.88
"1995-03-09",129260130582352.14
"1995-03-10",128080581501070.86
"1995-03-13",129099783089753.9
"1995-03-14",128410942121721.4
"1995-03-15",128972209206639
"1995-03-16",128092803746392.48
"1995-03-17",128437558151440.45
"1995-03-20",127571710188550.88
"1995-03-21",127426729966932.55
"1995-03-22",127762035904049.6
"1995-03-23",128336877495978.48
"1995-03-24",128521466026846.56
"1995-03-27",129063067910705.58
"1995-03-28",130049711736390.44
"1995-03-29",130178360610849.19
"1995-03-30",128522363391776.45
"1995-03-31",130417404969114.38
"1995-04-03",131805727155134.2
"1995-04-04",131414908242356.12
"1995-04-05",131684730636731.95
"1995-04-06",132084672471955.9
"1995-04-07",132479565917984.36
"1995-04-10",130490191533327.81
"1995-04-11",130237533976818.12
"1995-04-12",130059564128843.23
"1995-04-13",131372799396382.77
"1995-04-17",133139156073053.7
"1995-04-18",134550168165508.95
"1995-04-19",132725149991020.45
"1995-04-20",132321958802546.8
"1995-04-21",133539527413036.95
"1995-04-24",132688552318415.16
"1995-04-25",132970813010792.45
"1995-04-26",133239117275299.38
"1995-04-27",133110170487544.4
"1995-04-28",132534071672878.19
"1995-05-01",131981977911388.56
"1995-05-02",132442565024835.05
"1995-05-03",133274644035203.05
"1995-05-04",133993396802346.77
"1995-05-05",134901503272609.6
"1995-05-08",135771757215323.81
"1995-05-09",135204547831993.38
"1995-05-10",135152534086839.77
"1995-05-11",132996214179821.8
"1995-05-12",131684123113367.81
"1995-05-15",132164133737168.31
"1995-05-16",132741445032529.23
"1995-05-17",132769305227318.64
"1995-05-18",132857081252122.81
"1995-05-19",132789449833938.28
"1995-05-22",132451214518454.1
"1995-05-23",132755189259790.4
"1995-05-24",133700378221487.28
"1995-05-25",136401555852342.3
"1995-05-26",137208833112632.86
"1995-05-30",138605666620541.64
"1995-05-31",137364920690393.23
"1995-06-01",137816441928691.69
"1995-06-02",138931741434178.2
"1995-06-05",139048375216477.19
"1995-06-06",138551212676649.81
"1995-06-07",138316097348584.28
"1995-06-08",137265415906019.78
"1995-06-09",135897309290009.16
"1995-06-12",136018064655840.48
"1995-06-13",137446780108707.27
"1995-06-14",137966612888085.73
"1995-06-15",137063909337309.77
"1995-06-16",137423269253044.73
