"Date","DBMFX"
"2000-04-20",98421854746006.77
"2000-04-24",98529130767283.88
"2000-04-25",98918767727678.3
"2000-04-26",98965582513924.19
"2000-04-27",99012403005523.44
"2000-04-28",99049143392387.66
"2000-05-01",98521045799830.81
"2000-05-02",97922268493312.31
"2000-05-03",98059821462237.73
"2000-05-04",97985534373800.45
"2000-05-05",97598474409563.22
"2000-05-08",97927737853278.9
"2000-05-09",97944240230314.45
"2000-05-10",98465299470208.88
"2000-05-11",99329546178085.77
"2000-05-12",98336900836023.08
"2000-05-15",98928738334996.4
"2000-05-16",99036153204355.81
"2000-05-17",99900661669373.31
"2000-05-18",100775377491438.12
"2000-05-19",99954127657020.27
"2000-05-22",99556817211281.12
"2000-05-23",99694597336114.62
"2000-05-24",100731090412654.62
"2000-05-25",100495325382431.27
"2000-05-26",99683884997765.19
"2000-05-30",99448019493280.22
"2000-05-31",99323226455876.78
"2000-06-01",99349931781379.55
"2000-06-02",98275558066674.81
"2000-06-05",97190940116376.6
"2000-06-06",96520402250901.14
"2000-06-07",96880350645736.6
"2000-06-08",97108989341432.92
"2000-06-09",97782277251522.3
"2000-06-12",98041320932818.9
"2000-06-13",98623800019812.08
"2000-06-14",98741434185602.23
"2000-06-15",98161656878054.81
"2000-06-16",98430899810463.78
"2000-06-19",97921787959748.23
"2000-06-20",97918089884496.45
"2000-06-21",97580751569407.84
"2000-06-22",97213035738339.2
"2000-06-23",97492414395883.86
"2000-06-26",97498797827778.81
"2000-06-27",97575972216459.8
"2000-06-28",97380089203530.92
"2000-06-29",97871949730506.22
"2000-06-30",97625485054758.05
"2000-07-03",97530721376325.3
"2000-07-05",96859318878264.4
"2000-07-06",96562153486853.31
"2000-07-07",96528005701395.06
"2000-07-10",96200424080968.38
"2000-07-11",96186485109469.88
"2000-07-12",96395174375719.73
"2000-07-13",96836655780597.52
"2000-07-14",96670941180988.58
"2000-07-17",96484961341867.81
"2000-07-18",96592500967927.5
"2000-07-19",96305262017679.23
"2000-07-20",96048355608304.66
"2000-07-21",96206507599738.48
"2000-07-24",95868561280904.38
"2000-07-25",96067223545857.56
"2000-07-26",96427930529409.73
"2000-07-27",96525385974231.77
"2000-07-28",96724128954544.52
"2000-07-31",96213924848875.19
"2000-08-01",95967003376206.55
"2000-08-02",96175877184118.12
"2000-08-03",96293606334229.28
"2000-08-04",96553182199446.86
"2000-08-07",96326479664888.88
"2000-08-08",96444240555789.22
"2000-08-09",96247898831606.38
"2000-08-10",96537938529235.69
"2000-08-11",96230100732283.02
"2000-08-14",96753277251218.52
"2000-08-15",96019722360627.4
"2000-08-16",95620563478532.5
"2000-08-17",95961339200323.05
"2000-08-18",96474496137738.31
"2000-08-21",96937029011669.31
"2000-08-22",96395881092471.48
"2000-08-23",96098008817500.5
"2000-08-24",95587154336210.5
"2000-08-25",96110593675750.78
"2000-08-28",96208159749689.6
"2000-08-29",96660712417221.55
"2000-08-30",96788754776385.45
"2000-08-31",97160256165087.05
"2000-09-01",97491229270251.5
"2000-09-05",98238180755321.94
"2000-09-06",99299737544530.19
"2000-09-07",99123609776347.77
"2000-09-08",98287919686011.92
"2000-09-11",98750989149005.31
"2000-09-12",98463160600023.14
"2000-09-13",98479756341454.92
"2000-09-14",98405009115088.19
"2000-09-15",98908806136891.56
"2000-09-18",98884830090083.77
"2000-09-19",98272069024720.48
"2000-09-20",98308959725169.52
"2000-09-21",97381344747468.64
"2000-09-22",95519493669584.64
"2000-09-25",95251587581009.02
"2000-09-26",94841479399688.95
"2000-09-27",94766445888162.84
"2000-09-28",94142973452707.86
"2000-09-29",94138980819744.31
"2000-10-02",94571756377141.44
"2000-10-03",94557632408692.19
"2000-10-04",94126997490410.6
"2000-10-05",94153479401408.2
"2000-10-06",94332365605655.81
"2000-10-09",94816097190286.42
"2000-10-10",94761336939677.78
"2000-10-11",95489048781343.2
"2000-10-12",96745317324025.7
"2000-10-13",96609364367210.98
"2000-10-16",96107487116770.64
"2000-10-17",96296744942208.6
"2000-10-18",97065454379547.45
"2000-10-19",96400850493656.44
"2000-10-20",96600330157056.23
"2000-10-23",96982848444204.77
"2000-10-24",96521468271734.4
"2000-10-25",97188754779340.12
"2000-10-26",97408675287049.02
"2000-10-27",96235328206448.19
"2000-10-30",96516238699406.77
"2000-10-31",95912275327274.86
"2000-11-01",95399780661805.45
"2000-11-02",95344990748016.86
"2000-11-03",94181293974277.52
"2000-11-06",94370593726588.31
"2000-11-07",94336073845212.81
"2000-11-08",94637337025663.31
"2000-11-09",95131984289713.92
"2000-11-10",95626695759058.5
"2000-11-13",96844065672282.7
"2000-11-14",96931830985445.58
"2000-11-15",97752474307962.77
"2000-11-16",98115152659996.44
"2000-11-17",98437157872071.16
"2000-11-20",99594021906563.77
"2000-11-21",99895802260344
"2000-11-22",100930727118514.19
"2000-11-24",101466835053548.73
"2000-11-27",100037627275930.7
"2000-11-28",99748840782164.69
"2000-11-29",101313629321964.06
"2000-11-30",102522133693381.45
"2000-12-01",101683408091822.14
"2000-12-04",101853052763258.19
"2000-12-05",102532086334303.2
"2000-12-06",103129704057852.84
"2000-12-07",103584758018523.64
"2000-12-08",103010748379931.9
"2000-12-11",101590892599788.48
"2000-12-12",101842120713281.95
"2000-12-13",103071750469000.8
"2000-12-14",104617492027858.94
"2000-12-15",106041122126095.55
"2000-12-18",105874778831656.72
"2000-12-19",106156948835440.88
"2000-12-20",109008208502389.48
"2000-12-21",109994095291435.64
"2000-12-22",110541683552960.23
"2000-12-26",111211702457550.69
"2000-12-27",111076222042072.1
"2000-12-28",110543002806926.1
"2000-12-29",111743481015497.56
"2001-01-02",113831453825960.81
"2001-01-03",112176315053186.86
"2001-01-04",114335992610436.45
"2001-01-05",115771658674883.62
"2001-01-08",115422170927724.88
"2001-01-09",115042029003986.78
"2001-01-10",113672118154993.42
"2001-01-11",115118319379780.84
"2001-01-12",114166622599123.88
"2001-01-16",113265826639621.06
"2001-01-17",113436538333486.88
"2001-01-18",114403389390026.38
"2001-01-19",112981858450507.05
"2001-01-22",112611561026774.9
"2001-01-23",112690394916545.5
"2001-01-24",111962702931206.66
"2001-01-25",111531004438369.9
"2001-01-26",112038629247811.38
"2001-01-29",111596666925341.92
"2001-01-30",111798001729865.16
"2001-01-31",112734674002775.58
"2001-02-01",113007601872457.45
"2001-02-02",112024244004955.34
"2001-02-05",112184798918405.92
"2001-02-06",111517932302076.84
"2001-02-07",112383378658607.9
"2001-02-08",111777736846886.55
"2001-02-09",112908963401786.95
"2001-02-12",112987882290745.14
"2001-02-13",112065380940974.5
"2001-02-14",111367583475417.31
"2001-02-15",110148472719324.56
"2001-02-16",110789368157382.64
"2001-02-20",110837507680542.94
"2001-02-21",111059427598786.5
"2001-02-22",110841799917054.05
"2001-02-23",111176205321903.69
"2001-02-26",111520878019189.45
"2001-02-27",112254134170435.19
"2001-02-28",113018161673895.02
"2001-03-01",113823192563868.45
"2001-03-02",114106766225216.62
"2001-03-05",113735824814444.5
"2001-03-06",113835324179172.77
"2001-03-07",114609931003903.69
"2001-03-08",114781105244860.94
"2001-03-09",114461259233387.44
"2001-03-12",115594132565403.62
"2001-03-13",115325453965677.94
"2001-03-14",117164542279536.5
"2001-03-15",118164786745687.19
"2001-03-16",119021893891173.3
"2001-03-19",118917112543148.19
"2001-03-20",118464336766613.66
"2001-03-21",119485396396198.77
"2001-03-22",120905794564439.55
"2001-03-23",119040392887656.42
"2001-03-26",118331569766851.23
"2001-03-27",117039083252960.38
"2001-03-28",117312953871608.19
"2001-03-29",117812126897278.81
"2001-03-30",119222731823908.69
"2001-04-02",119128130642645.16
"2001-04-03",118859412513867.06
"2001-04-04",118457511519945.77
"2001-04-05",117318078622846.9
"2001-04-06",117796958244268.88
"2001-04-09",117989065022281.69
"2001-04-10",116562522101959.12
"2001-04-11",115709536095338.95
"2001-04-12",114538807466742.88
"2001-04-16",114525813417728.48
"2001-04-17",114430837352337.78
"2001-04-18",113987411269501.36
"2001-04-19",113277457109224.95
"2001-04-20",113295123584055
"2001-04-23",113251290869601.31
"2001-04-24",113545729679430.84
"2001-04-25",113337882501927.9
"2001-04-26",113365807800608.88
"2001-04-27",114162700327651.69
"2001-04-30",114282963994907.19
"2001-05-01",113757228851297.77
"2001-05-02",113457031260434.77
"2001-05-03",113361904601638.4
"2001-05-04",113030872131104.48
"2001-05-07",113263924430882.1
"2001-05-08",113497006735397.84
"2001-05-09",113689086145709.45
"2001-05-10",113460575464570.77
"2001-05-11",114175914703635.9
"2001-05-14",114624580688403
"2001-05-15",114591042245366.48
"2001-05-16",114259913154149.58
"2001-05-17",113856904380192.36
"2001-05-18",114418557316789.48
"2001-05-21",114374731032927.19
"2001-05-22",115295739648367.58
"2001-05-23",115262229037835.88
"2001-05-24",115084995053692.05
"2001-05-25",115225992016404.62
"2001-05-29",115264337428657.88
"2001-05-30",115025461542884.28
"2001-05-31",115659359081011.88
"2001-06-01",114763263046123.6
"2001-06-04",114606463015784.81
"2001-06-05",113823152631659.95
"2001-06-06",114190090118998
"2001-06-07",114372185141277.38
"2001-06-08",114472124817118.31
"2001-06-11",114849448293018.8
"2001-06-12",114528210495843.73
"2001-06-13",114381594074992.1
"2001-06-14",113546531179831.73
"2001-06-15",113810858378614.42
"2001-06-18",113725822900786.56
"2001-06-19",114021026603055.48
"2001-06-20",114090158586010.86
"2001-06-21",114005123240977.23
"2001-06-22",113755611207104
"2001-06-25",113670541824366.14
"2001-06-26",113636862880885.23
"2001-06-27",114014422548699.64
"2001-06-28",114844428477087.8
"2001-06-29",114440650968055.7
"2001-07-02",114273331358458.98
"2001-07-03",114095705552707.69
"2001-07-05",115419585903914.7
"2001-07-06",114532337936991.48
"2001-07-09",114436979118635.62
"2001-07-10",113981580864586.8
"2001-07-11",113186646533867.69
"2001-07-12",113008876721029.77
"2001-07-13",113623297572668.84
"2001-07-16",113836520581141.22
"2001-07-17",113555858590553.42
"2001-07-18",113614746382164.05
"2001-07-19",113292867337483.52
"2001-07-20",112569562795504.66
"2001-07-23",113245948835529.4
"2001-07-24",113376882326016.2
"2001-07-25",113188721940541.8
"2001-07-26",113021125533144.98
"2001-07-27",112946163819870.27
"2001-07-30",113550722048941.4
"2001-07-31",113753792002787.55
"2001-08-01",113967185296739.44
"2001-08-02",112697704181247.44
"2001-08-03",113086131818145.14
"2001-08-06",113299521935409.19
"2001-08-07",112905242051444.56
"2001-08-08",113757286590546.45
"2001-08-09",114321005334387.31
"2001-08-10",114472718274126.81
"2001-08-13",115108675019572.9
"2001-08-14",114312553048954.4
"2001-08-15",114464293770488.73
"2001-08-16",114925194013277.42
"2001-08-17",116488825790371.02
"2001-08-20",115702890300611
"2001-08-21",115246665081752.05
"2001-08-22",114738842668249.94
"2001-08-23",114870051863854.64
"2001-08-24",113980714595115.05
"2001-08-27",113617039256532.95
"2001-08-28",114624555854721.94
"2001-08-29",115106355319241.69
"2001-08-30",116928701552742.69
"2001-08-31",116018582271206.62
"2001-09-04",112107328835948.55
"2001-09-05",112289998045910.62
"2001-09-06",113813528351297.69
"2001-09-07",115553867210504.05
"2001-09-10",115148814536540
"2001-09-17",120531065776130.9
"2001-09-18",119878683086198.38
"2001-09-19",119938119635323.05
"2001-09-20",120018199742787.6
"2001-09-21",119953826334692.92
"2001-09-24",118558228941755.58
"2001-09-25",119185202488690.58
"2001-09-26",119347819066377.3
"2001-09-27",118963415473137.95
"2001-09-28",117990595245912.1
"2001-10-01",118535110930206.02
"2001-10-02",119441021839899.34
"2001-10-03",119552084687291.9
"2001-10-04",118981717775485.45
"2001-10-05",119505787503001.05
"2001-10-08",119565243578291.77
"2001-10-09",118406128696106.2
"2001-10-10",118000776799071.06
"2001-10-11",116541885070565.06
"2001-10-12",117034977864770.28
"2001-10-15",117714068368056.22
"2001-10-16",117928382363133.55
"2001-10-17",117657166823290.52
"2001-10-18",118305434699043.72
"2001-10-19",117755233859945.45
"2001-10-22",117907606473526.62
"2001-10-23",117532979424284.66
"2001-10-24",118532776154887.08
"2001-10-25",119543037821287.48
"2001-10-26",119447507757281.16
"2001-10-29",120364932453213.05
"2001-10-30",121592588656162.86
"2001-10-31",122541285117973.34
"2001-11-01",123128260140756.12
"2001-11-02",122267838286858.02
"2001-11-05",122710114465261.92
"2001-11-06",122780191753215.78
"2001-11-07",123770637924483.14
"2001-11-08",122175763271334.62
"2001-11-09",121356364156376.55
"2001-11-12",121312594279866.12
"2001-11-13",119872399303710.36
"2001-11-14",118349257834860.7
"2001-11-15",116546594295411.1
"2001-11-16",115023031717827.23
"2001-11-19",115951409423210.16
"2001-11-20",115048442490912.62
"2001-11-21",114600665884298.14
"2001-11-23",114887582356367.66
"2001-11-26",114812310355390.78
"2001-11-27",113888329772383.14
"2001-11-28",113481760281674.38
"2001-11-29",113955001016552.69
"2001-11-30",113341341347457.19
"2001-12-03",113203824730052.9
"2001-12-04",113552898328090.8
"2001-12-05",113425730651384.84
"2001-12-06",113826637139375.48
"2001-12-07",114010131998201.3
"2001-12-10",114297211223271.84
"2001-12-11",114356478772807.31
"2001-12-12",114115387874753.9
"2001-12-13",114164292188305.14
"2001-12-14",114938318145131.77
"2001-12-17",115401660542375.7
"2001-12-18",115212373839293.3
"2001-12-19",114795123682220.55
"2001-12-20",115165292735523.58
"2001-12-21",115556234060783.7
"2001-12-24",115833234561274.6
"2001-12-26",116286450900078.45
"2001-12-27",116687904923673.77
"2001-12-28",116260219922758.27
"2001-12-31",116392219024942.98
"2002-01-02",116337642463270.08
"2002-01-03",115930582772859.55
"2002-01-04",115170970539183.62
"2002-01-07",114794884748203.22
"2002-01-08",115797822354970.02
"2002-01-09",115898731157535.27
"2002-01-10",115864838472463.78
"2002-01-11",115499068775393.77
"2002-01-14",115226595756721.77
"2002-01-15",114559936671376.69
"2002-01-16",114442961049522.7
"2002-01-17",114772039889086.4
"2002-01-18",114945545201233.77
"2002-01-22",116000954786518.8
"2002-01-23",115645398618656.81
"2002-01-24",116078404586167.81
"2002-01-25",116490712429634.6
"2002-01-28",115751138791480.19
"2002-01-29",115499255844139.58
"2002-01-30",115361510101506.2
"2002-01-31",115960714251349.36
"2002-02-01",115490803304634.4
"2002-02-04",114667869538256.72
"2002-02-05",115682419956893.12
"2002-02-06",115627699075285.9
"2002-02-07",115604120233120.19
"2002-02-08",115746680439138.55
"2002-02-11",114840414852663.81
"2002-02-12",114172891032476.95
"2002-02-13",114523103416757.4
"2002-02-14",114208616082991.4
"2002-02-15",114299192611872.31
"2002-02-19",114597540560389.4
"2002-02-20",114625821332864.72
"2002-02-21",114498264900302.8
"2002-02-22",114100550165213.16
"2002-02-25",114128802484376.19
"2002-02-26",114583105623947.78
"2002-02-27",114310021851953.45
"2002-02-28",113641976713981.23
"2002-03-01",113379187870977.69
"2002-03-04",112731781215294.56
"2002-03-05",112707978014405.19
"2002-03-06",112393097297755.92
"2002-03-07",112192532778264.8
"2002-03-08",112418212810056.64
"2002-03-11",112446368608282.42
"2002-03-12",112100191633021.58
"2002-03-13",111878755625229.45
"2002-03-14",112593252927594.6
"2002-03-15",112839831165957.23
"2002-03-18",112878422317390.55
"2002-03-19",113177058635037.64
"2002-03-20",113423722010903.81
"2002-03-21",113701626118224.4
"2002-03-22",113553015931898.56
"2002-03-25",113477216194755.69
"2002-03-26",112943584885996.31
"2002-03-27",113023819977184.88
"2002-03-28",114009421163756.84
"2002-04-01",114453982888686.1
"2002-04-02",114898602231954.31
"2002-04-03",113709156493710.81
"2002-04-04",112665281266870.64
"2002-04-05",111902332851800.5
"2002-04-08",111920070278013.56
"2002-04-09",111479718096741.12
"2002-04-10",111913903367730.2
"2002-04-11",111608855077458.05
"2002-04-12",110408229679288.5
"2002-04-15",110519597847930.8
"2002-04-16",110703882230138.3
"2002-04-17",111648504807255.55
"2002-04-18",111739142678822.19
"2002-04-19",111892291690439.1
"2002-04-22",111545429542294.95
"2002-04-23",111604823067042.2
"2002-04-24",111716317253726.6
"2002-04-25",112223761021005.05
"2002-04-26",112595810178592.08
"2002-04-29",112613603236881.22
"2002-04-30",112318756267820.95
"2002-05-01",112888902792640.66
"2002-05-02",112239660510572.4
"2002-05-03",113789679461256.86
"2002-05-06",113515678771746.23
"2002-05-07",113648208980744.52
"2002-05-08",112456719489216.38
"2002-05-09",113162636426577.4
"2002-05-10",113941633012489.4
"2002-05-13",113636267541681.1
"2002-05-14",112757309668820.81
"2002-05-15",113087988610819.1
"2002-05-16",113429139896944.77
"2002-05-17",114594326301793.34
"2002-05-20",114977343405504.08
"2002-05-21",114807534101116.66
"2002-05-22",115826985001006.55
"2002-05-23",114843435459550.16
"2002-05-24",114694449879636.22
"2002-05-28",115808001455446.98
"2002-05-29",116650386799847.78
"2002-05-30",117252860196919.98
"2002-05-31",116655226751780.77
"2002-06-03",117633513195100.4
"2002-06-04",118340545059698.19
"2002-06-05",117638479922993.84
"2002-06-06",118470873179394
"2002-06-07",118217635150668.45
"2002-06-10",117786875133913.58
"2002-06-11",117867675582349.69
"2002-06-12",118334834792428.66
"2002-06-13",118311255294153.22
"2002-06-14",119321551119294.12
"2002-06-17",118076095906921.45
"2002-06-18",119337177943099.12
"2002-06-19",120984898639809.12
"2002-06-20",121650914607351.23
"2002-06-21",123476592094985.8
"2002-06-24",123505571463962.69
"2002-06-25",123659929858147.3
"2002-06-26",125977181223016.38
"2002-06-27",125285324292471.4
"2002-06-28",125241277383835.27
"2002-07-01",124747843750760.3
"2002-07-02",125393546823722.3
"2002-07-03",124941865804297.19
"2002-07-05",122368214274260.1
"2002-07-08",124675987895162.64
"2002-07-09",126074550867658.45
"2002-07-10",127295563680854.19
"2002-07-11",128297169848211.36
"2002-07-12",128838834778293.38
"2002-07-15",130604021262508.7
"2002-07-16",130675317862216.27
"2002-07-17",130443335183832.5
"2002-07-18",130221780432237.06
"2002-07-19",132039814329403.2
"2002-07-22",131755572619133.95
"2002-07-23",129337260778364.31
"2002-07-24",131354364254256.27
"2002-07-25",131383889467539.12
"2002-07-26",129812579002539.5
"2002-07-29",127613239350702.5
"2002-07-30",128197136444355.81
"2002-07-31",128822969573885.6
"2002-08-01",129595404474457.5
"2002-08-02",131058724423619.38
"2002-08-05",131151042555252.95
"2002-08-06",129558056714638.27
"2002-08-07",130445893008754.9
"2002-08-08",129302825101591.95
"2002-08-09",129751025661986.62
"2002-08-12",131078810260452.12
"2002-08-13",131705195150646.81
"2002-08-14",132750537661910.31
"2002-08-15",131596772286796.77
"2002-08-16",131029358302349.95
"2002-08-19",130283811802393.14
"2002-08-20",130763701956504.81
"2002-08-21",130489429614754.34
"2002-08-22",129177993786162.92
"2002-08-23",129731241461699.31
"2002-08-26",130064535356101.58
"2002-08-27",130701736906626.86
"2002-08-28",130836040035677.28
"2002-08-29",131651524989745.88
"2002-08-30",131743986154090.9
"2002-09-03",133733488412553.12
"2002-09-04",133333466180480.78
"2002-09-05",134034020936581.58
"2002-09-06",133633964906051.6
"2002-09-09",133370142136804.12
"2002-09-10",132854662213940.44
"2002-09-11",132297174324491.52
"2002-09-12",133029345003461.31
"2002-09-13",133205836238806.6
"2002-09-16",133581602945462.81
"2002-09-17",133076452952284.36
"2002-09-18",133127119776003.05
"2002-09-19",133607844027196.48
"2002-09-20",133637571643868.31
"2002-09-23",134412123020554.31
"2002-09-24",134945479399011.9
"2002-09-25",134156938623374.23
"2002-09-26",133588635924323.6
"2002-09-27",134111548470514.05
"2002-09-30",134697491959853.56
"2002-10-01",134454442345619.9
"2002-10-02",133886008042136.4
"2002-10-03",133873782539666.16
"2002-10-04",133966520976618.22
"2002-10-07",134983033231404.86
"2002-10-08",134676931991287.45
"2002-10-09",135168688919467.31
"2002-10-10",134358589604824.23
"2002-10-11",133296382193547.19
"2002-10-14",133777643192563.58
"2002-10-15",132022163173338.77
"2002-10-16",131568714157353.58
"2002-10-17",130726601079625.95
"2002-10-18",130766671069119.4
"2002-10-21",129976914673003.73
"2002-10-22",129943405535094.7
"2002-10-23",130077980584167.31
"2002-10-24",130202066433055.05
"2002-10-25",129916397099334.78
"2002-10-28",130166579131301.1
"2002-10-29",130017477119669.19
"2002-10-30",129658174803490.8
"2002-10-31",130391833659858.84
"2002-11-01",130337308911677.8
"2002-11-04",130324820755543.6
"2002-11-05",130112606933987.98
"2002-11-06",130573161607973.98
"2002-11-07",131675077289743.69
"2002-11-08",132230417493956.81
"2002-11-11",132133930385880.88
"2002-11-12",131627337496207.38
"2002-11-13",131173256995424.56
"2002-11-14",130393102493241.36
"2002-11-15",130675089133858.44
"2002-11-18",130515357940004.36
"2002-11-19",130176788274770.69
"2002-11-20",129827654316463.05
"2002-11-21",129268073473831.52
"2002-11-22",128761022227338.84
"2002-11-25",127696269133152.56
"2002-11-26",127694108093158.31
"2002-11-27",126997441802873.55
"2002-11-29",127542454951465.77
"2002-12-02",127698144370271.4
"2002-12-03",127453908882709.55
"2002-12-04",128041159437828.66
"2002-12-05",128196910417639.9
"2002-12-06",128068454218997.92
"2002-12-09",128045256804124.52
"2002-12-10",128043112413811.72
"2002-12-11",128272605091314.45
"2002-12-12",129681451805918.66
"2002-12-13",129447744445600.6
"2002-12-16",129371971740108.4
"2002-12-17",130128196512375.77
"2002-12-18",130663338407526.62
"2002-12-19",130850956764340.45
"2002-12-20",130638314429010.66
"2002-12-23",130836489099036.72
"2002-12-24",131698405932306.31
"2002-12-26",131980961726557.77
"2002-12-27",133570087470867.55
"2002-12-30",133705280042815.38
"2002-12-31",133608655236123.78
"2003-01-02",131045979547643.31
"2003-01-03",132192807147714.12
"2003-01-06",132327942750787.56
"2003-01-07",131640920906917.58
"2003-01-08",133220207871053.2
"2003-01-09",133112967792452.69
"2003-01-10",134123246324663.38
"2003-01-13",133994963334598.38
"2003-01-14",134161898952365.31
"2003-01-15",134792828456983.81
"2003-01-16",135877297152594.45
"2003-01-17",137172830813993.08
"2003-01-21",137656422347372.81
"2003-01-22",138076791053323.4
"2003-01-23",138623793319179.1
"2003-01-24",140668817834658.28
"2003-01-27",140171645867885.38
"2003-01-28",139990917885446.16
"2003-01-29",140991879727817.75
"2003-01-30",140726767013820.28
"2003-01-31",140366647369790.4
"2003-02-03",139932608271719.56
"2003-02-04",142453570870403.75
"2003-02-05",141259689542717.38
"2003-02-06",142482781945233.16
"2003-02-07",143315467004883.97
"2003-02-10",142121406203655.22
"2003-02-11",142436871390096.1
"2003-02-12",142361734270024.38
"2003-02-13",144028757293285.12
"2003-02-14",142507090254411.28
"2003-02-18",140826822376967.38
"2003-02-19",142715846284158.06
"2003-02-20",143654591682330.25
"2003-02-21",143611187332730.2
"2003-02-24",145976084324915.44
"2003-02-25",146091276615493.62
"2003-02-26",146998792691517.72
"2003-02-27",146089278977699.78
"2003-02-28",147123698622186.44
"2003-03-03",147555979519898.5
"2003-03-04",147840379928441.03
"2003-03-05",148674330834976.94
"2003-03-06",148726338517758
"2003-03-07",149951506407536.97
"2003-03-10",150669490652989.12
"2003-03-11",149410916259733.28
"2003-03-12",148374167299762.84
"2003-03-13",143975472744258.06
"2003-03-14",143181394354428.88
"2003-03-17",141668237884717.12
"2003-03-18",140387505942617.45
"2003-03-19",138958561433926.95
"2003-03-20",138534075358744.28
"2003-03-21",137654768125604.78
"2003-03-24",138234918959493.4
"2003-03-25",138497825595589.45
"2003-03-26",138369379834511.66
"2003-03-27",138664064601012.62
"2003-03-28",138704881965689.1
"2003-03-31",139168907381742.1
"2003-04-01",139029888809510.19
"2003-04-02",138605151829037.58
"2003-04-03",138667137974051.38
"2003-04-04",138496308849379.69
"2003-04-07",137341186782420.19
"2003-04-08",138048739650480.64
"2003-04-09",138460006136693.88
"2003-04-10",138850154556126.31
"2003-04-11",138859245935293.69
"2003-04-14",138677771698473.77
"2003-04-15",139004482967256.66
"2003-04-16",139182998811976.19
"2003-04-17",139393304694303.45
"2003-04-21",139444790766157.6
"2003-04-22",139962263903319.81
"2003-04-23",139791378270464.1
"2003-04-24",139938225467215.28
"2003-04-25",140275757250386.73
"2003-04-28",140401467673369.6
"2003-04-29",140664915151937.3
"2003-04-30",141617047509458.06
"2003-05-01",142145490735663.22
"2003-05-02",141677977375254.1
"2003-05-05",142503200376046.06
"2003-05-06",143710036828250.34
"2003-05-07",143380307684016.88
"2003-05-08",144078616437262.06
"2003-05-09",144119848570770
"2003-05-12",145083299874051.97
"2003-05-13",145188207069740.44
"2003-05-14",145367338216864.66
"2003-05-15",144369643339175.22
"2003-05-16",146828375462101.1
"2003-05-19",147325755908629.12
"2003-05-20",148809402099059.7
"2003-05-21",148447970466808.53
"2003-05-22",148500113070845.5
"2003-05-23",149443198905936.16
"2003-05-27",149612090129233.53
"2003-05-28",147839779583383.47
"2003-05-29",149758985998702.34
"2003-05-30",149482344166999.94
"2003-06-02",149205665430411.78
"2003-06-03",150743355189045.56
"2003-06-04",150530389131794
"2003-06-05",152057752912183.4
"2003-06-06",151197473470249.34
"2003-06-09",151345346571360.72
"2003-06-10",152119465706807.12
"2003-06-11",153243970875323.6
"2003-06-12",153116004455892.4
"2003-06-13",154039014473718.47
"2003-06-16",153528877623324.84
"2003-06-17",152742618503429.6
"2003-06-18",151128036913077
"2003-06-19",151095456642772.84
"2003-06-20",149310639917672.88
"2003-06-23",149331036498349.34
"2003-06-24",149096531491353.47
"2003-06-25",149329349058208.88
"2003-06-26",146056812671356.56
"2003-06-27",145938898880200.38
